symbol	month	scope	n	mean_price	med_pts	p90_pts	p99_pts	mean_pts	over_fixed	ratio_pts	over_ratio
US500_HIST	2023.02.01	hour	457	4079.41	4	6	6	4.42	0.0000	9.3	0.0022
US500_HIST	2023.03.01	all	1271924	3936.60	4	6	6	4.14	0.0002	8.9	0.0039
US500_HIST	2023.03.01	hour	529	3967.59	4	6	9	4.56	0.0019	8.9	0.0170
US500_HIST	2023.04.01	all	411843	4116.95	4	6	6	3.95	0.0000	9.3	0.0005
US500_HIST	2023.04.01	hour	453	4118.41	4	6	6	4.35	0.0000	9.3	0.0022
US500_HIST	2023.05.01	all	590704	4144.36	4	6	6	3.96	0.0000	9.4	0.0007
US500_HIST	2023.05.01	hour	525	4150.93	4	6	6	4.40	0.0000	9.4	0.0000
US500_HIST	2023.06.01	all	557770	4342.31	4	6	6	4.05	0.0000	9.9	0.0007
US500_HIST	2023.06.01	hour	502	4341.61	4	6	8	4.55	0.0000	9.9	0.0040
US500_HIST	2023.07.01	all	390972	4512.07	4	6	6	4.04	0.0000	10.2	0.0004
US500_HIST	2023.07.01	hour	476	4504.36	4	6	6	4.34	0.0000	10.2	0.0042
US500_HIST	2023.08.01	all	725034	4457.73	4	6	6	4.07	0.0000	10.1	0.0005
US500_HIST	2023.08.01	hour	529	4464.83	4	6	8	4.45	0.0000	10.1	0.0019
US500_HIST	2023.09.01	all	576653	4414.66	4	6	6	4.09	0.0000	10.0	0.0003
US500_HIST	2023.09.01	hour	478	4426.32	4	6	6	4.45	0.0000	10.0	0.0042
US500_HIST	2023.10.01	all	950012	4267.13	4	6	6	4.06	0.0000	9.7	0.0007
US500_HIST	2023.10.01	hour	506	4274.36	4	6	8	4.48	0.0000	9.7	0.0059
US500_HIST	2023.11.01	all	461269	4431.56	4	6	6	4.04	0.0001	10.1	0.0006
US500_HIST	2023.11.01	hour	499	4451.82	4	6	6	4.37	0.0000	10.1	0.0000
US500_HIST	2023.12.01	all	366344	4673.63	4	6	6	3.97	0.0002	10.6	0.0008
US500_HIST	2023.12.01	hour	460	4683.84	4	6	6	4.39	0.0000	10.6	0.0000
US500_HIST	2024.01.01	all	457870	4795.65	4	6	6	3.85	0.0000	10.9	0.0004
US500_HIST	2024.01.01	hour	502	4802.27	4	6	6	4.16	0.0000	10.9	0.0000
US500_HIST	2024.02.01	all	362093	4996.71	4	6	7	3.92	0.0000	11.3	0.0001
US500_HIST	2024.02.01	hour	479	5003.59	4	6	7	4.15	0.0000	11.3	0.0000
US500_HIST	2024.03.01	all	435628	5163.79	4	7	7	4.80	0.0000	11.7	0.0002
US500_HIST	2024.03.01	hour	460	5172.93	5	7	7	5.12	0.0000	11.7	0.0000
US500_HIST	2024.04.01	all	747763	5100.23	5	7	7	4.92	0.0000	11.6	0.0003
US500_HIST	2024.04.01	hour	506	5129.11	5	7	7	5.21	0.0000	11.6	0.0000
US500_HIST	2024.05.01	all	405001	5203.45	4	7	7	4.80	0.0000	11.8	0.0009
US500_HIST	2024.05.01	hour	525	5232.94	5	7	7	5.17	0.0000	11.8	0.0000
US500_HIST	2024.06.01	all	180127	5427.47	5	7	7	5.06	0.0000	12.3	0.0001
US500_HIST	2024.06.01	hour	456	5418.51	5	7	7	5.32	0.0000	12.3	0.0022
US500_HIST	2024.07.01	all	715476	5524.58	4	7	7	4.80	0.0001	12.5	0.0002
US500_HIST	2024.07.01	hour	522	5547.88	5	7	7	5.22	0.0019	12.5	0.0019
US500_HIST	2024.08.01	all	1653721	5400.18	5	7	7	5.07	0.0001	12.3	0.0003
US500_HIST	2024.08.01	hour	506	5478.14	5	7	9	5.44	0.0000	12.3	0.0020
US500_HIST	2024.09.01	all	1069342	5607.32	5	7	7	4.94	0.0001	12.7	0.0003
US500_HIST	2024.09.01	hour	479	5625.22	5	7	7	5.40	0.0000	12.7	0.0000
US500_HIST	2024.10.01	all	793024	5782.95	4	6	7	4.05	0.0001	13.1	0.0003
US500_HIST	2024.10.01	hour	529	5803.44	4	6	7	4.39	0.0000	13.1	0.0000
US500_HIST	2024.11.01	all	846265	5923.20	4	6	6	4.04	0.0000	13.4	0.0001
US500_HIST	2024.11.01	hour	476	5931.94	4	6	6	4.50	0.0000	13.4	0.0000
US500_HIST	2024.12.01	all	868417	5982.62	5	7	7	4.93	0.0000	13.6	0.0001
US500_HIST	2024.12.01	hour	480	6026.81	5	7	7	5.41	0.0000	13.6	0.0000
US500_HIST	2025.01.01	all	1344434	5959.52	5	7	7	4.99	0.0001	13.5	0.0003
US500_HIST	2025.01.01	hour	495	5980.54	5	7	7	5.54	0.0000	13.5	0.0000
US500_HIST	2025.02.01	all	933063	6011.11	5	7	7	4.91	0.0002	13.6	0.0006
US500_HIST	2025.02.01	hour	456	6046.18	5	7	7	5.36	0.0000	13.6	0.0000
US500_HIST	2025.03.01	all	2032546	5686.66	5	7	7	4.92	0.0000	12.9	0.0002
US500_HIST	2025.03.01	hour	483	5698.57	5	7	11	5.37	0.0000	12.9	0.0062
US500_HIST	2025.04.01	all	3520070	5297.92	5	7	11	5.60	0.0003	12.0	0.0030
US500_HIST	2025.04.01	hour	483	5358.83	5	7	17	5.97	0.0041	12.0	0.0145
US500_HIST	2025.05.01	all	1502468	5788.07	5	7	7	5.09	0.0000	13.1	0.0004
US500_HIST	2025.05.01	hour	502	5809.96	5	7	11	5.60	0.0040	13.1	0.0080
US500_HIST	2025.06.01	all	1031613	6001.05	5	7	7	5.16	0.0001	13.6	0.0005
US500_HIST	2025.06.01	hour	479	6018.57	5	7	11	5.45	0.0021	13.6	0.0063
US500_HIST	2025.07.01	all	558818	6294.47	5	7	7	5.02	0.0000	14.3	0.0003
US500_HIST	2025.07.01	hour	522	6299.28	5	7	7	5.32	0.0000	14.3	0.0000
US500_HIST	2025.08.01	all	704240	6386.60	5	7	7	4.97	0.0000	14.5	0.0002
US500_HIST	2025.08.01	hour	483	6408.72	5	7	9	5.23	0.0000	14.5	0.0000
US500_HIST	2025.09.01	all	615714	6572.35	5	7	7	4.90	0.0001	14.9	0.0002
US500_HIST	2025.09.01	hour	502	6579.40	5	7	7	5.22	0.0000	14.9	0.0000
US500_HIST	2025.10.01	all	1242803	6719.34	5	7	7	5.00	0.0000	15.3	0.0000
US500_HIST	2025.10.01	hour	529	6747.35	5	7	10	5.27	0.0000	15.3	0.0019
US500_HIST	2025.11.01	all	1868827	6706.23	5	7	7	5.04	0.0000	15.2	0.0001
US500_HIST	2025.11.01	hour	444	6754.07	5	7	10	5.28	0.0000	15.2	0.0000
US500_HIST	2025.12.01	all	939759	6839.02	5	7	7	4.95	0.0000	15.5	0.0000
US500_HIST	2025.12.01	hour	503	6859.41	5	7	7	5.34	0.0000	15.5	0.0000
US500_HIST	2026.01.01	all	1106753	6920.20	5	7	7	4.96	0.0000	15.7	0.0001
US500_HIST	2026.01.01	hour	479	6928.74	5	7	7	5.22	0.0000	15.7	0.0021
US500_HIST	2026.02.01	all	1898628	6883.43	5	7	7	5.04	0.0000	15.6	0.0000
US500_HIST	2026.02.01	hour	439	6896.61	5	7	9	5.29	0.0000	15.6	0.0023
US500_HIST	2026.03.01	all	33408	6660.36	5	7	7	5.35	0.0000	15.1	0.0000
US500_HIST	2026.03.01	hour	246	6661.51	5	7	7	5.37	0.0000	15.1	0.0000
US500_HIST	2026.04.01	all	17664	6877.71	5	7	7	5.37	0.0000	15.6	0.0000
US500_HIST	2026.04.01	hour	136	6889.81	5	7	7	5.33	0.0000	15.6	0.0000
US500_HIST	2026.05.01	all	16000	7402.68	5	7	7	5.36	0.0000	16.8	0.0000
US500_HIST	2026.05.01	hour	127	7402.67	5	7	7	5.41	0.0000	16.8	0.0000
US500_HIST	2026.06.01	all	29184	7426.20	5	7	7	5.34	0.0000	16.9	0.0000
US500_HIST	2026.06.01	hour	214	7432.33	5	7	7	5.47	0.0000	16.9	0.0000
US500_HIST	2026.07.01	all	23680	7476.10	5	7	7	5.39	0.0000	17.0	0.0000
US500_HIST	2026.07.01	hour	186	7477.08	5	7	7	5.38	0.0000	17.0	0.0000
US500_HIST	2026.08.01	all	10367	7708.60	5	7	7	5.27	0.0000	17.5	0.0000
US500_HIST	2026.08.01	hour	81	7706.69	5	7	7	5.23	0.0000	17.5	0.0000
