symbol	month	scope	n	mean_price	med_pts	p90_pts	p99_pts	mean_pts	over_fixed	ratio_pts	over_ratio
US2000_HIST	2020.04.01	all	30727	1318.05	350	350	350	339.26	0.0000	299.2	1.0000
US2000_HIST	2020.04.01	hour	6	1317.51	307	350	350	328.50	0.0000	299.2	1.0000
US2000_HIST	2020.05.01	all	1504411	1306.98	393	507	721	409.16	0.0822	296.7	1.0000
US2000_HIST	2020.05.01	hour	479	1316.65	400	607	1440	442.41	0.1649	296.7	1.0000
US2000_HIST	2020.06.01	all	1882404	1425.57	405	700	989	477.78	0.2767	323.6	0.8838
US2000_HIST	2020.06.01	hour	506	1432.80	453	789	1142	500.96	0.3063	323.6	0.7964
US2000_HIST	2020.07.01	all	1170844	1449.61	385	490	596	385.71	0.0223	329.1	0.7580
US2000_HIST	2020.07.01	hour	525	1455.65	370	500	829	387.31	0.0476	329.1	0.6114
US2000_HIST	2020.08.01	all	499494	1559.23	383	490	656	384.33	0.0441	353.9	0.6388
US2000_HIST	2020.08.01	hour	483	1562.37	358	490	815	379.16	0.0787	353.9	0.5072
US2000_HIST	2020.09.01	all	1277144	1516.95	387	523	690	405.84	0.0902	344.3	0.7356
US2000_HIST	2020.09.01	hour	502	1521.96	390	589	945	421.33	0.1195	344.3	0.6454
US2000_HIST	2020.10.01	all	837828	1586.58	379	490	690	389.24	0.0575	360.2	0.5827
US2000_HIST	2020.10.01	hour	506	1601.00	360	527	962	391.87	0.0909	360.2	0.4862
US2000_HIST	2020.11.01	all	1196495	1714.97	390	655	1357	464.87	0.1736	389.3	0.5520
US2000_HIST	2020.11.01	hour	475	1738.51	390	660	1262	461.54	0.1768	389.3	0.5284
US2000_HIST	2020.12.01	all	804789	1935.79	379	490	894	397.56	0.0760	439.4	0.2189
US2000_HIST	2020.12.01	hour	502	1932.85	375	540	1055	399.15	0.0976	439.4	0.2371
US2000_HIST	2021.01.01	all	1739788	2094.79	374	608	930	419.79	0.1530	475.5	0.2605
US2000_HIST	2021.01.01	hour	456	2102.18	390	714	1060	457.01	0.2346	475.5	0.3618
US2000_HIST	2021.02.01	all	1819736	2227.20	330	430	830	360.36	0.0517	505.6	0.0926
US2000_HIST	2021.02.01	hour	456	2236.05	330	630	1030	413.29	0.1382	505.6	0.2171
US2000_HIST	2021.03.01	all	2942436	2231.96	330	530	730	362.91	0.0456	506.7	0.1063
US2000_HIST	2021.03.01	hour	529	2245.70	430	730	1030	442.91	0.1682	506.7	0.3233
US2000_HIST	2021.04.01	all	1232309	2252.07	330	430	630	344.37	0.0248	511.2	0.0740
US2000_HIST	2021.04.01	hour	499	2255.31	330	530	830	394.75	0.0822	511.2	0.2044
US2000_HIST	2021.05.01	all	1693881	2212.26	330	430	630	344.08	0.0132	502.2	0.0665
US2000_HIST	2021.05.01	hour	480	2227.11	330	530	730	371.26	0.0479	502.2	0.1542
US2000_HIST	2021.06.01	all	1137642	2300.13	300	430	530	329.60	0.0075	522.1	0.0229
US2000_HIST	2021.06.01	hour	506	2305.65	300	430	730	345.12	0.0356	522.1	0.0711
US2000_HIST	2021.07.01	all	1220464	2223.59	300	330	530	323.70	0.0020	504.8	0.0104
US2000_HIST	2021.07.01	hour	503	2234.81	300	430	630	330.83	0.0159	504.8	0.0497
US2000_HIST	2021.08.01	all	995873	2208.78	300	330	430	321.55	0.0008	501.4	0.0048
US2000_HIST	2021.08.01	hour	506	2218.91	300	330	630	322.91	0.0158	501.4	0.0257
US2000_HIST	2021.09.01	all	1237040	2240.84	300	330	530	325.56	0.0084	508.7	0.0223
US2000_HIST	2021.09.01	hour	502	2248.03	300	430	630	337.69	0.0259	508.7	0.0637
US2000_HIST	2021.10.01	all	1265487	2248.98	330	330	430	322.37	0.0005	510.5	0.0016
US2000_HIST	2021.10.01	hour	484	2259.60	300	330	530	321.55	0.0021	510.5	0.0186
US2000_HIST	2021.11.01	all	1105662	2335.05	300	430	730	332.18	0.0235	530.1	0.0236
US2000_HIST	2021.11.01	hour	499	2365.59	300	330	730	333.48	0.0321	530.1	0.0321
US2000_HIST	2021.12.01	all	1733926	2196.37	330	430	592	343.96	0.0138	498.6	0.0453
US2000_HIST	2021.12.01	hour	506	2211.47	330	530	630	357.91	0.0237	498.6	0.1047
US2000_HIST	2022.01.01	all	2380729	2065.73	330	430	630	345.51	0.0114	468.9	0.0609
US2000_HIST	2022.01.01	hour	479	2114.69	330	430	630	354.01	0.0271	468.9	0.0898
US2000_HIST	2022.02.01	all	2844922	2012.15	330	430	630	355.23	0.0216	456.8	0.0878
US2000_HIST	2022.02.01	hour	456	2020.30	330	530	730	364.96	0.0329	456.8	0.1206
US2000_HIST	2022.03.01	all	2694476	2015.68	330	530	730	369.70	0.0399	457.6	0.1210
US2000_HIST	2022.03.01	hour	529	2032.89	330	530	830	388.56	0.0775	457.6	0.1777
US2000_HIST	2022.04.01	all	1755053	1975.25	300	330	430	315.13	0.0005	448.4	0.0023
US2000_HIST	2022.04.01	hour	460	1995.48	300	330	530	321.70	0.0022	448.4	0.0261
US2000_HIST	2022.05.01	all	3215579	1807.92	300	330	430	315.11	0.0007	410.4	0.0268
US2000_HIST	2022.05.01	hour	503	1816.99	300	330	630	327.00	0.0159	410.4	0.0775
US2000_HIST	2022.06.01	all	1898097	1774.33	330	430	630	339.89	0.0194	402.8	0.1566
US2000_HIST	2022.06.01	hour	503	1774.09	330	430	730	346.98	0.0298	402.8	0.1909
US2000_HIST	2022.07.01	all	1199727	1760.44	300	330	430	319.04	0.0009	399.6	0.0436
US2000_HIST	2022.07.01	hour	480	1767.84	300	330	530	324.50	0.0021	399.6	0.0813
US2000_HIST	2022.08.01	all	668411	1922.06	300	330	430	312.59	0.0010	436.3	0.0022
US2000_HIST	2022.08.01	hour	529	1934.73	300	330	530	318.60	0.0076	436.3	0.0189
US2000_HIST	2022.09.01	all	1072466	1767.29	300	330	430	316.22	0.0023	401.2	0.0253
US2000_HIST	2022.09.01	hour	503	1781.33	300	330	530	321.33	0.0020	401.2	0.0596
US2000_HIST	2022.10.01	all	1237751	1737.47	300	330	430	315.11	0.0021	394.4	0.0184
US2000_HIST	2022.10.01	hour	483	1741.29	300	330	530	321.43	0.0062	394.4	0.0476
US2000_HIST	2022.11.01	all	807746	1835.64	300	330	430	315.45	0.0032	416.7	0.0202
US2000_HIST	2022.11.01	hour	500	1839.84	300	330	530	320.64	0.0040	416.7	0.0500
US2000_HIST	2022.12.01	all	508461	1801.57	300	330	530	319.20	0.0075	409.0	0.0424
US2000_HIST	2022.12.01	hour	483	1796.39	300	330	530	323.00	0.0062	409.0	0.0518
US2000_HIST	2023.01.01	all	380343	1833.14	300	330	430	312.63	0.0028	416.1	0.0173
US2000_HIST	2023.01.01	hour	480	1845.69	300	330	530	316.65	0.0021	416.1	0.0375
US2000_HIST	2023.02.01	all	393515	1937.55	300	330	430	311.09	0.0030	439.8	0.0052
US2000_HIST	2023.02.01	hour	457	1934.08	300	330	530	318.62	0.0066	439.8	0.0175
US2000_HIST	2023.03.01	all	792601	1771.81	300	330	530	324.99	0.0097	402.2	0.0747
US2000_HIST	2023.03.01	hour	529	1800.79	300	330	630	327.13	0.0113	402.2	0.0775
US2000_HIST	2023.04.01	all	222923	1772.74	300	330	530	313.16	0.0053	402.4	0.0253
US2000_HIST	2023.04.01	hour	453	1775.18	300	330	530	321.37	0.0088	402.4	0.0442
US2000_HIST	2023.05.01	all	265591	1755.47	300	330	430	311.22	0.0041	398.5	0.0210
US2000_HIST	2023.05.01	hour	525	1759.61	300	330	530	317.89	0.0095	398.5	0.0362
US2000_HIST	2023.06.01	all	278929	1854.05	300	330	430	312.10	0.0036	420.9	0.0240
US2000_HIST	2023.06.01	hour	502	1853.90	300	330	630	321.20	0.0120	420.9	0.0438
US2000_HIST	2023.07.01	all	187488	1933.19	300	330	430	308.55	0.0025	438.8	0.0050
US2000_HIST	2023.07.01	hour	476	1934.15	300	330	530	310.42	0.0042	438.8	0.0168
US2000_HIST	2023.08.01	all	280286	1913.92	300	330	430	310.08	0.0018	434.5	0.0043
US2000_HIST	2023.08.01	hour	529	1908.58	300	330	530	309.98	0.0038	434.5	0.0113
US2000_HIST	2023.09.01	all	156041	1836.49	300	330	430	307.60	0.0019	416.9	0.0114
US2000_HIST	2023.09.01	hour	478	1838.64	300	330	530	307.93	0.0021	416.9	0.0251
US2000_HIST	2023.10.01	all	222479	1713.76	300	330	430	307.23	0.0030	389.0	0.0183
US2000_HIST	2023.10.01	hour	506	1717.66	300	330	530	308.58	0.0020	389.0	0.0316
US2000_HIST	2023.11.01	all	153561	1758.46	300	330	430	306.35	0.0036	399.2	0.0160
US2000_HIST	2023.11.01	hour	499	1759.41	300	300	530	310.50	0.0060	399.2	0.0341
